Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2020 [YR2020]
Nigeria,NGA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,0.6,0.900000000000001,1.9,5.59999999999999,14.9
Nigeria,NGA,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,0.2,0.4,0.800000000000001,1.9,4.09999999999999
Nigeria,NGA,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,1.4,2,4.09999999999999,11.4,29.5
Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,43.1799697875977,46.8232154846191,48,52.5,55.4
Nigeria,NGA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,21.4660136350026,23.1062365028133,23.5367306605248,25.9039720250132,24.5769077590438
Nigeria,NGA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,83.7908020019531,83.8038330078125,79.8,81.5,83.9
Nigeria,NGA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
Nigeria,NGA,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..,..,..,..
Nigeria,NGA,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..,..,..,..
Nigeria,NGA,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..,..,..,..
Nigeria,NGA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,17.464,15.883,14.628,13.803,12.997
Nigeria,NGA,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,8.20590766795106,15.4107430443099,0.376472989338741,0.797053688550937,3.82281490941207
Nigeria,NGA,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,1729267864.2,8800306824.7,306840267.7,397181921.7,1565836452.4
Nigeria,NGA,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,1854815173.4,8998499717.6,1388972679,1773156787.3,6381874025.3
Nigeria,NGA,DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,102.105,131.620675,148.811145,193.047839,356.901231203
Nigeria,NGA,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,..,..,..,..,..
Nigeria,NGA,Deposit interest rate (%),FR.INR.DPST,11.6908333333333,10.5325,6.52083333333333,9.14833333333333,4.64662748565005
Nigeria,NGA,"Depositors with commercial banks (per 1,000 adults)",FB.CBK.DPTR.P3,..,..,472.65,667.46,1310.39
Nigeria,NGA,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,..,..,..,6,..
Nigeria,NGA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..
Nigeria,NGA,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..
Nigeria,NGA,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,..,..,..,48.37466,..
Nigeria,NGA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..
Nigeria,NGA,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..,..,..,..,..
Nigeria,NGA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..
Nigeria,NGA,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,..,..,..,..,..
Nigeria,NGA,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,..,..,..,..,..
Nigeria,NGA,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..,..,..,..
Nigeria,NGA,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,..,..,..,..,..
Nigeria,NGA,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,..,..,..,..,..
Nigeria,NGA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..,..,..,..,..
Nigeria,NGA,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,..,..,..,..,..
Nigeria,NGA,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,..,..,..,..,..
Nigeria,NGA,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,..,..,15.3,14.6,..
Nigeria,NGA,Female primary school age children out-of-school (%),SE.LPV.PRIM.SD.FE,..,..,..,..,..
Nigeria,NGA,Female pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,SE.LPV.PRIM.LD.FE,..,..,..,..,..
Nigeria,NGA,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..,..,..,..,..
Nigeria,NGA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.124,6.068,5.98,5.616,5.309
Nigeria,NGA,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,..,..,1086.44940428055,221.86128621581,94.7397487229049
Nigeria,NGA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,5.35714285714286,7.24118271756749,11.2145520311631,7.96585090173699,18.6103276198742
Nigeria,NGA,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,..,..,..,..,..
Nigeria,NGA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,179675448843.373,273974099482.934,385856064172.784,493026682800.63,500232309808.216
Nigeria,NGA,GDP (constant LCU),NY.GDP.MKTP.KN,25430423387000,38777013731000,54612264177000,69780692718000,70800543492000
Nigeria,NGA,GDP (current LCU),NY.GDP.MKTP.CN,7062751068400,23121878997000,54612264177000,95177735684000,154252318900000
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,69171451627.2465,175670569969.346,366990417129.04,493026682800.63,432198898221.967
Nigeria,NGA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,27.7728410609572,59.6277969144266,100,136.395515688896,217.868834463721
Nigeria,NGA,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,25.8387412106387,54.731527852606,100,136.395515688896,217.868834463721
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.01593475931159,6.43851652538319,8.00565591628646,2.65269329543003,-1.79425308274458
Nigeria,NGA,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,88.1,339.1,574,..,..
Nigeria,NGA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,1.09005158126034,11.9058756250214,6.94412309573588
Nigeria,NGA,High-technology exports (current US$),TX.VAL.TECH.CD,..,..,63081914,495095302,190326678
Nigeria,NGA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.2,..,..,..,..
Nigeria,NGA,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,..,..,..,..,..
Nigeria,NGA,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,..,..,..,..,..
Nigeria,NGA,Households and NPISHs Final consumption expenditure (constant 2015 US$),NE.CON.PRVT.KD,..,..,..,..,..
Nigeria,NGA,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,2268463000,1858694000,3704868000,6225860000,11415171000
Nigeria,NGA,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,0.000303327,..,0.0047872022,0.0044375496,..
Nigeria,NGA,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,24.69,10.55,11.06,11.27,12.75
Nigeria,NGA,"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS,24.21,10.26,10.81,11.09,12.33
Nigeria,NGA,"Tariff rate, applied, simple mean, primary products (%)",TM.TAX.TCOM.SM.AR.ZS,28.51,12.83,12.78,12.57,15.82
Nigeria,NGA,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,..,..,..,..,..
Nigeria,NGA,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,..,..,..,..,..
Nigeria,NGA,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,..,..,..,..,..
Nigeria,NGA,"Patent applications, nonresidents",IP.PAT.NRES,..,..,..,..,598
Nigeria,NGA,"Patent applications, residents",IP.PAT.RESD,..,..,..,..,410
Nigeria,NGA,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,76.926,..,..,..
Nigeria,NGA,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,..,173.632,..,..,..
Nigeria,NGA,Real effective exchange rate index (2010 = 100),PX.REX.REER,70.1612040163118,86.2675386903993,100,119.84813228421,119.501745927697
Nigeria,NGA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,86.21,84.01,86.46,82.18,82.51
Nigeria,NGA,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,..,..,..,..,..
Nigeria,NGA,"Repeaters, primary, total (% of total enrollment)",SE.PRM.REPT.ZS,..,..,..,..,..
Nigeria,NGA,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,..,..,..,..,..
Nigeria,NGA,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,48000,39000,32000,30000,26000
Nigeria,NGA,Wholesale price index (2010 = 100),FP.WPI.TOTL,..,..,..,..,..
Nigeria,NGA,Wanted fertility rate (births per woman),SP.DYN.WFRT,..,..,..,..,..
Nigeria,NGA,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,12.5855777939676,13.1889687111797,13.6520022334891,13.6362488675014,13.5067642210999
